Date;Time of day;Physikalischer Nettoexport[MWh];Nettoexport Niederlande [MWh];Nettoexport Schweiz [MWh];Nettoexport Dänemark [MWh];Nettoexport Tschechien [MWh];Nettoexport Luxemburg [MWh];Nettoexport Schweden [MWh];Nettoexport Österreich [MWh];Nettoexport Frankreich [MWh];Nettoexport Polen [MWh];Niederlande (Export)[MWh];Niederlande (Import)[MWh];Schweiz (Export)[MWh];Schweiz (Import)[MWh];Dänemark (Export)[MWh];Dänemark (Import)[MWh];Tschechien (Export)[MWh];Tschechien (Import)[MWh];Luxemburg (Export)[MWh];Luxemburg (Import)[MWh];Schweden (Export)[MWh];Schweden (Import)[MWh];Österreich (Export)[MWh];Österreich (Import)[MWh];Frankreich (Export)[MWh];Frankreich (Import)[MWh];Polen (Export)[MWh];Polen (Import)[MWh]
02.12.18;23:00;12.963;2133;2133;2105;1764;394;76;3106;559;1048;2.133;0;3.166;0;2.105;0;1.629;135;394;0;76;0;3.106;0;0;559;1.048;0
03.12.18;00:00;12.192;1581;1581;2101;1799;358;76;3150;1110;1168;1.581;0;3.155;0;2.101;0;1.756;43;358;0;76;0;3.150;0;0;1.110;1.168;0
03.12.18;01:00;11.386;1661;1661;2112;1851;354;76;3154;1700;1126;1.661;0;2.892;0;2.112;0;1.781;70;354;0;76;0;3.154;0;0;1.700;1.126;0
03.12.18;02:00;10.904;1733;1733;2059;1909;363;76;3156;1908;1002;1.733;0;2.894;0;2.059;0;1.719;190;363;0;76;0;3.156;0;0;1.908;1.002;0
03.12.18;03:00;10.283;1700;1700;2045;1903;338;76;3256;2466;1006;1.700;0;2.755;0;2.045;0;1.738;165;338;0;76;0;3.256;0;0;2.466;1.006;0
03.12.18;04:00;10.105;1628;1628;2084;2045;329;76;3134;2639;1053;1.628;0;2.633;0;2.084;0;1.926;119;329;0;76;0;3.134;0;0;2.639;1.053;0
03.12.18;05:00;10.567;1469;1469;1980;2019;378;76;3000;2158;1131;1.469;0;2.922;0;1.980;0;1.894;125;378;0;76;0;3.000;0;0;2.158;1.131;0
03.12.18;06:00;8.974;960;960;1031;2083;414;76;2747;1786;1127;960;0;2.528;0;1.007;24;2.004;79;414;0;76;0;2.747;0;0;1.786;1.127;0
03.12.18;07:00;6.625;1159;1159;885;1910;510;218;2133;1781;1153;1.159;0;2.276;0;329;556;1.766;144;510;0;0;218;2.132;1;0;1.781;1.153;0
03.12.18;08:00;5.744;1442;1442;1072;1812;546;516;1770;2060;1103;1.442;0;2.041;0;521;551;1.635;177;546;0;0;516;1.765;5;0;2.060;1.103;0
03.12.18;09:00;5.028;1454;1454;1080;1839;570;610;1685;2347;1137;1.454;0;1.822;0;496;584;1.622;217;570;0;0;610;1.685;0;0;2.347;1.137;0
03.12.18;10:00;5.020;1525;1525;1081;1868;592;611;1641;2541;1166;1.525;0;1.885;0;498;583;1.662;206;592;0;0;611;1.637;4;0;2.541;1.166;0
03.12.18;11:00;4.697;1279;1279;1026;1575;624;484;1806;2769;1163;1.279;0;1.769;0;539;487;1.416;159;624;0;0;484;1.806;0;0;2.769;1.163;0
03.12.18;12:00;4.890;1043;1043;668;1457;585;447;2066;3100;1108;1.043;0;1.766;0;634;34;1.363;94;585;0;0;447;2.066;0;0;3.100;1.108;0
03.12.18;13:00;3.490;1204;1204;1000;865;577;485;1947;3360;1039;1.204;0;1.889;0;513;487;759;106;577;0;0;485;1.947;0;0;3.360;1.039;0
03.12.18;14:00;1.832;1095;1095;1001;362;578;604;1835;3784;1002;1.095;0;1.831;0;418;583;204;158;578;0;0;604;1.834;1;0;3.784;1.002;0
03.12.18;15:00;1.221;1007;1007;979;332;579;611;1947;3963;914;1.007;0;1.565;0;395;584;203;129;579;0;0;611;1.896;51;0;3.963;914;0
03.12.18;16:00;383;790;790;963;333;604;611;1801;4012;972;790;0;995;0;407;556;260;73;604;0;0;611;1.704;97;0;4.012;972;0
03.12.18;17:00;796;751;751;725;1684;620;611;1579;4273;1071;751;0;843;5;117;608;1.510;174;620;0;0;611;1.567;12;0;4.273;1.071;0
03.12.18;18:00;877;731;731;1051;1461;586;611;1297;3719;1085;731;0;786;44;466;585;1.189;272;586;0;0;611;1.281;16;0;3.719;1.085;0
03.12.18;19:00;2.478;771;771;1010;1583;543;611;1521;2900;1163;771;0;1.224;0;425;585;1.255;328;543;0;0;611;1.521;0;0;2.900;1.163;0
03.12.18;20:00;3.768;994;994;1034;1989;496;611;1880;3166;1147;994;0;1.971;0;451;583;1.608;381;496;0;0;611;1.861;19;0;3.166;1.147;0
03.12.18;21:00;5.211;1392;1392;1301;2006;446;110;1806;2927;1023;1.392;0;2.146;0;837;464;1.582;424;446;0;0;110;1.758;48;0;2.927;1.023;0
03.12.18;22:00;7.629;1412;1412;913;2017;454;2;2085;1855;972;1.412;0;2.529;0;901;12;1.579;438;454;0;2;0;2.085;0;0;1.855;972;0
03.12.18;23:00;9.663;1562;1562;1267;1919;419;119;2332;1029;994;1.562;0;2.986;0;1.267;0;1.468;451;419;0;119;0;2.330;2;0;1.029;994;0
04.12.18;00:00;10.115;2250;2250;1223;2019;389;78;2412;1133;850;2.250;0;2.847;0;1.223;0;1.609;410;389;0;78;0;2.412;0;0;1.133;850;0
04.12.18;01:00;10.528;2163;2163;1391;1865;375;77;2591;1188;917;2.163;0;2.911;0;1.391;0;1.578;287;375;0;77;0;2.591;0;0;1.188;917;0
04.12.18;02:00;10.152;1946;1946;1423;1762;391;77;2546;1190;875;1.946;0;2.944;0;1.423;0;1.451;311;391;0;77;0;2.546;0;0;1.190;875;0
04.12.18;03:00;9.586;1811;1811;1261;1752;390;77;2648;1547;891;1.811;0;2.917;0;1.261;0;1.445;307;390;0;77;0;2.648;0;0;1.547;891;0
04.12.18;04:00;9.993;1920;1920;982;2053;405;77;2915;1632;1052;1.920;0;2.741;0;982;0;1.793;260;405;0;77;0;2.915;0;0;1.632;1.052;0
04.12.18;05:00;11.014;1974;1974;1016;1718;454;77;2819;1035;1081;1.974;0;3.228;0;1.016;0;1.559;159;454;0;77;0;2.819;0;0;1.035;1.081;0
04.12.18;06:00;8.473;1799;1799;915;1311;493;221;2199;965;872;1.799;0;2.908;0;703;212;1.106;205;493;0;0;221;2.197;2;0;965;872;0
04.12.18;07:00;4.563;1459;1459;1135;994;579;458;1641;1599;164;1.459;0;1.872;0;564;571;955;39;579;0;0;458;1.639;2;0;1.599;164;0
04.12.18;08:00;4.284;1475;1475;1291;1045;612;585;1466;1506;0;1.475;0;1.730;0;706;585;1.020;25;612;0;0;585;1.454;12;0;1.506;0;0
04.12.18;09:00;4.242;1640;1640;1162;1172;624;611;1525;1694;0;1.640;0;1.646;0;577;585;1.146;26;624;0;0;611;1.525;0;0;1.694;0;0
04.12.18;10:00;4.895;1772;1772;1040;1344;613;611;1566;1481;0;1.772;0;1.902;0;455;585;1.304;40;613;0;0;611;1.566;0;0;1.481;0;0
04.12.18;11:00;4.732;1552;1552;961;1408;621;591;1608;1390;0;1.552;0;1.909;0;376;585;1.320;88;621;0;0;591;1.608;0;0;1.390;0;0
04.12.18;12:00;5.348;1688;1688;1140;1214;618;284;1386;799;0;1.688;0;1.847;0;555;585;1.068;146;618;0;0;284;1.386;0;0;799;0;0
04.12.18;13:00;5.213;1632;1632;1100;1397;604;481;1721;1138;0;1.632;0;1.868;0;515;585;1.237;160;604;0;0;481;1.721;0;0;1.138;0;0
04.12.18;14:00;4.118;1390;1390;952;1337;602;606;1820;1749;0;1.390;0;1.774;0;367;585;1.221;116;602;0;0;606;1.820;0;0;1.749;0;0
04.12.18;15:00;3.428;1459;1459;924;1174;593;611;1591;2125;0;1.459;0;1.825;0;339;585;1.058;116;593;0;0;611;1.591;0;0;2.125;0;0
04.12.18;16:00;2.538;1976;1976;1007;1198;608;610;1544;2506;0;1.976;0;733;0;422;585;1.139;59;608;0;0;610;1.482;62;0;2.506;0;0
04.12.18;17:00;1.542;2661;2661;745;838;645;610;977;1746;0;2.661;0;214;0;75;670;686;152;645;0;0;610;708;269;0;1.746;0;0
04.12.18;18:00;2.568;2736;2736;747;1251;655;610;1096;674;0;2.736;0;589;0;161;586;669;582;655;0;0;610;653;443;0;674;0;0
04.12.18;19:00;3.084;2624;2624;707;1710;629;611;959;569;0;2.624;0;1.335;0;120;587;856;854;629;0;0;611;550;409;0;569;0;0
04.12.18;20:00;3.919;2547;2547;733;1800;593;610;1510;572;0;2.547;0;1.884;0;109;624;766;1.034;593;0;0;610;1.185;325;0;572;0;0
04.12.18;21:00;4.977;2335;2335;737;1772;546;610;2073;1026;0;2.335;0;2.844;0;148;589;792;980;546;0;0;610;1.795;278;0;1.026;0;0
04.12.18;22:00;5.987;2409;2409;772;1754;565;610;2159;588;0;2.409;0;3.148;0;186;586;796;958;565;0;0;610;1.892;267;0;588;0;0
04.12.18;23:00;5.883;2391;2391;879;1961;528;610;2195;304;0;2.391;0;3.065;0;294;585;774;1.187;528;0;0;610;1.856;339;0;304;0;0
05.12.18;00:00;6.278;2370;2370;1035;1964;482;610;2264;532;0;2.370;0;3.019;0;450;585;940;1.024;482;0;0;610;2.016;248;0;532;0;0
05.12.18;01:00;5.569;2165;2165;972;1803;451;348;2079;939;0;2.165;0;2.812;0;387;585;911;892;451;0;0;348;1.843;236;0;939;0;0
05.12.18;02:00;5.238;2080;2080;1035;1594;431;564;2095;922;0;2.080;0;2.961;0;450;585;711;883;431;0;0;564;1.827;268;0;922;0;0
05.12.18;03:00;5.754;2082;2082;1010;1560;430;104;2083;1340;0;2.082;0;2.973;0;425;585;777;783;430;0;0;104;1.981;102;0;1.340;0;0
05.12.18;04:00;5.202;1946;1946;767;1503;435;2;2057;1798;0;1.946;0;2.772;0;168;599;889;614;435;0;2;0;2.029;28;0;1.798;0;0
05.12.18;05:00;6.043;2039;2039;586;1741;463;2;2248;1574;0;2.039;0;2.708;0;61;525;1.183;558;463;0;2;0;2.246;2;0;1.574;0;0
05.12.18;06:00;2.961;651;651;797;1459;498;468;2046;2258;0;637;14;2.298;0;18;779;1.221;238;498;0;0;468;2.046;0;0;2.258;0;0
05.12.18;07:00;1.016;631;631;553;1531;584;610;1547;3292;0;614;17;946;0;277;276;1.387;144;584;0;0;610;1.547;0;0;3.292;0;0
05.12.18;08:00;814;918;918;711;1438;618;610;1455;3233;0;916;2;645;2;442;269;1.329;109;618;0;0;610;1.272;183;0;3.233;0;0
05.12.18;09:00;1.592;1132;1132;704;1498;632;610;1543;3079;0;1.132;0;942;0;394;310;1.371;127;632;0;0;610;1.395;148;0;3.079;0;0
05.12.18;10:00;2.649;839;839;744;1670;648;610;1920;2945;0;839;0;1.517;0;403;341;1.583;87;648;0;0;610;1.781;139;0;2.945;0;0
05.12.18;11:00;2.076;663;663;644;1693;639;610;1948;3149;0;663;0;1.322;0;331;313;1.601;92;639;0;0;610;1.816;132;0;3.149;0;0
05.12.18;12:00;1.592;639;639;656;1534;623;610;1896;3037;0;618;21;975;0;327;329;1.468;66;623;0;0;610;1.770;126;0;3.037;0;0
05.12.18;13:00;622;488;488;384;1572;626;610;1873;3555;0;434;54;904;0;91;293;1.523;49;626;0;0;610;1.739;134;0;3.555;0;0
05.12.18;14:00;104;264;264;402;1579;613;610;1776;3994;0;211;53;854;0;165;237;1.548;31;613;0;0;610;1.707;69;0;3.994;0;0
05.12.18;15:00;695;396;396;527;1815;600;610;1606;3954;0;396;0;1.017;0;209;318;1.786;29;600;0;0;610;1.602;4;0;3.954;0;0
05.12.18;16:00;722;799;799;681;1860;593;610;1532;4087;0;799;0;647;39;400;281;1.860;0;593;0;0;610;1.486;46;0;4.087;0;0
05.12.18;17:00;3.185;1569;1569;937;1849;627;610;1711;2945;0;1.569;0;853;0;642;295;1.849;0;627;0;0;610;1.603;108;0;2.945;0;0
05.12.18;18:00;4.663;1220;1220;886;1819;617;610;1956;1894;0;1.220;0;1.241;0;607;279;1.819;0;617;0;0;610;1.949;7;0;1.894;0;0
05.12.18;19:00;5.943;1116;1116;693;1993;586;542;2177;1476;0;1.116;0;2.016;0;383;310;1.993;0;586;0;0;542;2.177;0;0;1.476;0;0
05.12.18;20:00;6.333;1298;1298;531;2082;542;608;2131;1758;0;1.298;0;2.607;0;285;246;2.082;0;542;0;0;608;2.131;0;0;1.758;0;0
05.12.18;21:00;6.950;1554;1554;343;1876;482;111;1889;1822;0;1.554;0;2.989;0;272;71;1.822;54;482;0;0;111;1.889;0;0;1.822;0;0
05.12.18;22:00;7.236;2139;2139;252;1562;513;2;1632;1427;0;2.139;0;3.107;0;123;129;1.447;115;513;0;2;0;1.604;28;0;1.427;0;0
05.12.18;23:00;8.559;2724;2724;276;1080;475;2;1870;1157;0;2.724;0;3.529;0;276;0;962;118;475;0;2;0;1.868;2;0;1.157;0;0
06.12.18;00:00;9.677;2608;2608;1181;1610;435;141;2441;1689;0;2.608;0;3.278;0;1.181;0;1.446;164;435;0;141;0;2.441;0;0;1.689;0;0
06.12.18;01:00;9.203;2559;2559;1302;1532;427;150;2332;1874;79;2.559;0;2.824;0;1.302;0;1.468;64;427;0;150;0;2.332;0;0;1.874;79;0
06.12.18;02:00;9.528;2604;2604;1281;1196;428;175;2547;1907;633;2.604;0;2.791;0;1.281;0;1.086;110;428;0;175;0;2.547;0;0;1.907;633;0
06.12.18;03:00;8.396;2538;2538;1311;1065;424;175;2388;2588;602;2.538;0;2.741;0;1.311;0;935;130;424;0;175;0;2.388;0;0;2.588;602;0
06.12.18;04:00;8.489;2675;2675;1259;1187;432;199;2454;2705;660;2.675;0;2.682;0;1.259;0;1.010;177;432;0;199;0;2.454;0;0;2.705;660;0
06.12.18;05:00;8.598;2775;2775;423;1391;461;16;2348;1934;592;2.775;0;2.990;0;422;1;1.160;231;461;0;16;0;2.348;0;0;1.934;592;0
06.12.18;06:00;6.593;1993;1993;265;1547;483;457;2512;1813;634;1.993;0;1.987;0;100;165;1.433;114;483;0;0;457;2.512;0;0;1.813;634;0
06.12.18;07:00;4.360;1594;1594;405;1307;543;599;2025;2235;599;1.594;0;1.589;0;128;277;1.195;112;543;0;0;599;1.980;45;0;2.235;599;0
06.12.18;08:00;2.302;1802;1802;505;1070;592;610;1432;2626;426;1.802;0;1.093;0;192;313;795;275;592;0;0;610;1.329;103;0;2.626;426;0
06.12.18;09:00;1.458;1433;1433;515;1226;620;610;1179;3014;408;1.422;11;1.139;0;222;293;890;336;620;0;0;610;1.100;79;0;3.014;408;0
06.12.18;10:00;1.759;1308;1308;382;1225;624;610;1258;3264;446;1.308;0;1.462;0;126;256;968;257;624;0;0;610;1.235;23;0;3.264;446;0
06.12.18;11:00;1.451;1148;1148;349;1190;623;610;1335;3461;459;1.148;0;1.528;0;68;281;948;242;623;0;0;610;1.303;32;0;3.461;459;0
06.12.18;12:00;1.728;1002;1002;318;1264;616;610;1366;3660;678;1.002;0;1.468;0;157;161;1.144;120;616;0;0;610;1.290;76;0;3.660;678;0
06.12.18;13:00;2.084;1049;1049;278;1389;605;610;1347;3659;750;1.049;0;1.565;0;119;159;1.248;141;605;0;0;610;1.332;15;0;3.659;750;0
06.12.18;14:00;3.305;890;890;489;1444;591;611;1737;3382;793;890;0;1.922;0;320;169;1.333;111;591;0;0;611;1.733;4;0;3.382;793;0
06.12.18;15:00;3.604;1098;1098;554;1698;587;610;1693;3532;960;1.098;0;1.824;0;356;198;1.573;125;587;0;0;610;1.682;11;0;3.532;960;0
06.12.18;16:00;3.268;1448;1448;372;1566;600;507;1471;3543;970;1.448;0;1.517;0;334;38;1.396;170;600;0;0;507;1.366;105;0;3.543;970;0
06.12.18;17:00;3.807;1843;1843;505;1646;600;170;1285;3208;1023;1.843;0;979;0;438;67;1.438;208;600;0;0;170;1.212;73;0;3.208;1.023;0
06.12.18;18:00;5.034;1773;1773;247;1583;596;284;1574;2428;1009;1.773;0;1.548;0;198;49;1.340;243;596;0;0;284;1.574;0;0;2.428;1.009;0
06.12.18;19:00;6.372;1524;1524;394;1567;560;28;1871;2118;1033;1.524;0;2.091;0;392;2;1.308;259;560;0;0;28;1.871;0;0;2.118;1.033;0
06.12.18;20:00;7.503;1639;1639;301;1580;514;2;2448;2278;1027;1.639;0;2.914;0;158;143;1.401;179;514;0;2;0;2.448;0;0;2.278;1.027;0
06.12.18;21:00;8.376;1639;1639;1084;1478;465;2;2513;2186;832;1.639;0;2.931;0;1.084;0;1.287;191;465;0;2;0;2.513;0;0;2.186;832;0
06.12.18;22:00;9.257;1696;1696;1177;1544;477;58;2611;1821;971;1.696;0;2.916;0;1.177;0;1.358;186;477;0;58;0;2.611;0;0;1.821;971;0
06.12.18;23:00;10.392;2326;2326;1269;1268;441;75;2535;1210;1026;2.326;0;3.084;0;1.269;0;1.057;211;441;0;75;0;2.535;0;0;1.210;1.026;0
07.12.18;00:00;10.355;1771;1771;1291;1634;400;76;2691;1444;1119;1.771;0;3.483;0;1.291;0;1.301;333;400;0;76;0;2.691;0;0;1.444;1.119;0
07.12.18;01:00;10.025;2014;2014;1289;1729;370;76;2627;1687;1065;2.014;0;3.292;0;1.289;0;1.354;375;370;0;76;0;2.627;0;0;1.687;1.065;0
07.12.18;02:00;10.001;2172;2172;1370;1660;369;76;2657;1836;1041;2.172;0;3.244;0;1.370;0;1.284;376;369;0;76;0;2.657;0;0;1.836;1.041;0
07.12.18;03:00;8.753;1833;1833;1264;1563;367;76;2689;2457;985;1.833;0;3.141;0;1.264;0;1.209;354;367;0;76;0;2.689;0;0;2.457;985;0
07.12.18;04:00;8.232;1695;1695;1196;1918;382;76;2704;2990;1075;1.695;0;2.874;0;1.196;0;1.569;349;382;0;76;0;2.704;0;0;2.990;1.075;0
07.12.18;05:00;8.666;1483;1483;1328;1998;400;101;2898;2938;1125;1.483;0;2.845;0;1.328;0;1.711;287;400;0;101;0;2.898;0;0;2.938;1.125;0
07.12.18;06:00;8.384;1027;1027;1276;1947;434;7;2882;2633;1176;1.027;0;2.750;0;1.276;0;1.706;241;434;0;7;0;2.882;0;0;2.633;1.176;0
07.12.18;07:00;7.888;819;819;888;1922;506;452;2715;1800;1049;819;0;2.635;0;888;0;1.725;197;506;0;0;452;2.715;0;0;1.800;1.049;0
07.12.18;08:00;6.944;906;906;972;1880;539;591;2567;1952;835;906;0;2.198;0;972;0;1.675;205;539;0;0;591;2.567;0;0;1.952;835;0
07.12.18;09:00;7.293;1060;1060;970;1809;532;110;2552;2204;936;1.060;0;2.102;0;970;0;1.632;177;532;0;0;110;2.552;0;0;2.204;936;0
07.12.18;10:00;8.074;1226;1226;838;1880;541;2;2830;2052;956;1.226;0;2.205;0;838;0;1.704;176;541;0;2;0;2.830;0;0;2.052;956;0
07.12.18;11:00;8.200;1249;1249;1305;1772;548;2;2568;2027;918;1.249;0;2.223;0;1.305;0;1.593;179;548;0;2;0;2.568;0;0;2.027;918;0
07.12.18;12:00;8.036;1304;1304;1175;1710;534;2;2515;1899;934;1.304;0;2.039;0;1.175;0;1.571;139;534;0;2;0;2.515;0;0;1.899;934;0
07.12.18;13:00;8.301;1502;1502;1316;1743;530;74;2517;2019;949;1.502;0;2.027;0;1.316;0;1.574;169;530;0;74;0;2.517;0;0;2.019;949;0
07.12.18;14:00;8.539;1545;1545;1377;1813;519;77;2593;1995;942;1.545;0;1.990;0;1.377;0;1.652;161;519;0;77;0;2.593;0;0;1.995;942;0
07.12.18;15:00;8.244;1725;1725;1303;1828;515;77;2446;2145;932;1.725;0;1.971;0;1.303;0;1.624;204;515;0;77;0;2.446;0;0;2.145;932;0
07.12.18;16:00;8.340;1605;1605;1273;1724;520;4;2442;2012;1028;1.605;0;2.040;0;1.273;0;1.582;142;520;0;4;0;2.442;0;0;2.012;1.028;0
07.12.18;17:00;8.385;1770;1770;1268;1357;546;2;2204;1521;948;1.770;0;2.065;0;1.264;4;1.234;123;546;0;2;0;2.204;0;0;1.521;948;0
07.12.18;18:00;8.834;1871;1871;1364;1358;535;75;2105;842;1076;1.871;0;2.050;0;1.228;136;1.190;168;535;0;0;75;2.105;0;0;842;1.076;0
07.12.18;19:00;10.049;1841;1841;1737;1357;516;0;2232;876;1109;1.841;0;2.443;0;1.737;0;1.202;155;516;0;0;0;2.232;0;0;876;1.109;0
07.12.18;20:00;11.302;1783;1783;2098;1375;474;73;2611;733;1090;1.783;0;2.813;0;2.098;0;1.234;141;474;0;73;0;2.611;0;0;733;1.090;0
07.12.18;21:00;11.407;1446;1446;2080;1440;430;76;2689;705;1091;1.446;0;3.170;0;2.080;0;1.285;155;430;0;76;0;2.689;0;0;705;1.091;0
07.12.18;22:00;11.136;1551;1551;1621;1586;450;76;2766;664;1110;1.551;0;2.926;0;1.621;0;1.443;143;450;0;76;0;2.766;0;0;664;1.110;0
07.12.18;23:00;12.298;1855;1855;1976;1534;419;76;2679;255;1073;1.855;0;3.315;0;1.976;0;1.347;187;419;0;76;0;2.679;0;0;255;1.073;0
08.12.18;00:00;12.759;1680;1680;1293;2057;386;76;3510;471;1190;1.680;0;3.258;0;1.293;0;1.947;110;386;0;76;0;3.510;0;0;471;1.190;0
08.12.18;01:00;13.204;1698;1698;1335;2313;371;76;3629;615;1142;1.698;0;3.301;0;1.335;0;2.290;23;371;0;76;0;3.629;0;0;615;1.142;0
08.12.18;02:00;12.419;1716;1716;1659;2166;355;76;3204;1164;1295;1.716;0;3.112;0;1.659;0;2.166;0;355;0;76;0;3.204;0;0;1.164;1.295;0
08.12.18;03:00;11.979;1636;1636;2100;2021;350;75;3171;1590;1180;1.636;0;3.036;0;2.100;0;2.021;0;350;0;75;0;3.171;0;0;1.590;1.180;0
08.12.18;04:00;12.002;1699;1699;1991;2324;347;72;3242;1633;1103;1.699;0;2.947;0;1.991;0;2.279;45;347;0;72;0;3.242;0;0;1.633;1.103;0
08.12.18;05:00;12.056;1674;1674;2100;2183;351;72;3208;1445;1050;1.674;0;3.001;0;2.100;0;2.114;69;351;0;72;0;3.208;0;0;1.445;1.050;0
08.12.18;06:00;13.152;1601;1601;2040;2331;329;72;3342;888;1129;1.601;0;3.348;0;2.040;0;2.255;76;329;0;72;0;3.342;0;0;888;1.129;0
08.12.18;07:00;11.678;1502;1502;2103;2112;363;72;3116;1562;1059;1.502;0;3.045;0;2.103;0;2.046;66;363;0;72;0;3.116;0;0;1.562;1.059;0
08.12.18;08:00;11.226;1600;1600;2083;2240;400;72;3086;1879;1018;1.600;0;2.744;0;2.083;0;2.171;69;400;0;72;0;3.086;0;0;1.879;1.018;0
08.12.18;09:00;10.597;1641;1641;2038;2238;415;72;2949;1915;1052;1.641;0;2.261;0;2.038;0;2.161;77;415;0;72;0;2.949;0;0;1.915;1.052;0
08.12.18;10:00;9.886;1611;1611;2023;2067;432;72;2870;2034;1031;1.611;0;1.994;0;2.023;0;1.977;90;432;0;72;0;2.870;0;0;2.034;1.031;0
08.12.18;11:00;10.002;1555;1555;2086;2017;442;72;2849;1989;978;1.555;0;2.132;0;2.086;0;1.947;70;442;0;72;0;2.849;0;0;1.989;978;0
08.12.18;12:00;10.096;1530;1530;2090;2104;452;72;2745;1721;922;1.530;0;2.142;0;2.090;0;1.984;120;452;0;72;0;2.745;0;0;1.721;922;0
08.12.18;13:00;10.447;1371;1371;2097;2165;437;72;2657;1476;925;1.371;0;2.477;0;2.097;0;2.026;139;437;0;72;0;2.657;0;0;1.476;925;0
08.12.18;14:00;10.622;1274;1274;2083;2125;417;72;2864;1604;885;1.274;0;2.658;0;2.083;0;2.049;76;417;0;72;0;2.864;0;0;1.604;885;0
08.12.18;15:00;10.699;1233;1233;2036;2237;408;72;2952;1636;902;1.233;0;2.623;0;2.036;0;2.173;64;408;0;72;0;2.952;0;0;1.636;902;0
08.12.18;16:00;10.472;1199;1199;2091;2271;427;72;2649;1344;905;1.199;0;2.318;0;2.091;0;2.213;58;427;0;72;0;2.649;0;0;1.344;905;0
08.12.18;17:00;10.099;1555;1555;2103;2008;454;72;2370;1306;971;1.555;0;1.886;0;2.103;0;2.001;7;454;0;72;0;2.370;0;0;1.306;971;0
08.12.18;18:00;10.630;1452;1452;1964;1838;445;72;2588;1086;956;1.452;0;2.451;0;1.964;0;1.813;25;445;0;72;0;2.588;0;0;1.086;956;0
08.12.18;19:00;11.071;1646;1646;1527;1720;430;72;2757;755;969;1.646;0;2.729;0;1.527;0;1.708;12;430;0;72;0;2.757;0;0;755;969;0
08.12.18;20:00;11.429;1688;1688;1815;1597;401;72;2871;766;921;1.688;0;2.846;0;1.815;0;1.589;8;401;0;72;0;2.871;0;0;766;921;0
08.12.18;21:00;10.941;1583;1583;1244;1613;370;72;3071;672;893;1.583;0;2.887;0;1.244;0;1.553;60;370;0;72;0;3.071;0;0;672;893;0
08.12.18;22:00;11.698;1771;1771;1012;1754;408;72;3151;215;856;1.771;0;3.083;0;1.012;0;1.657;97;408;0;72;0;3.151;0;0;215;856;0
08.12.18;23:00;13.914;1832;1832;1116;1995;378;72;3442;449;925;1.832;0;3.839;0;1.116;0;1.928;67;378;0;72;0;3.442;0;449;0;925;0
09.12.18;00:00;12.514;1763;1763;1730;1481;347;76;3025;137;942;1.763;0;3.495;0;1.730;0;1.240;241;347;0;76;0;3.025;0;137;0;942;0
09.12.18;01:00;10.961;1709;1709;1736;1752;332;76;2886;602;880;1.709;0;2.938;0;1.736;0;1.379;373;332;0;76;0;2.886;0;0;602;880;0
09.12.18;02:00;11.335;1619;1619;2085;1808;347;76;2921;781;916;1.619;0;3.054;0;2.085;0;1.453;355;347;0;76;0;2.921;0;0;781;916;0
09.12.18;03:00;11.148;1719;1719;2111;1660;342;76;3006;1251;1043;1.719;0;3.106;0;2.111;0;1.328;332;342;0;76;0;3.006;0;0;1.251;1.043;0
09.12.18;04:00;10.386;1628;1628;2095;1582;339;76;2936;1577;1024;1.628;0;2.919;0;2.095;0;1.264;318;339;0;76;0;2.936;0;0;1.577;1.024;0
09.12.18;05:00;10.228;1655;1655;2108;1442;345;76;2983;1574;958;1.655;0;2.895;0;2.108;0;1.112;330;345;0;76;0;2.983;0;0;1.574;958;0
09.12.18;06:00;11.611;1654;1654;2105;1596;321;76;3117;919;1077;1.654;0;3.200;0;2.105;0;1.288;308;321;0;76;0;3.117;0;0;919;1.077;0
09.12.18;07:00;11.864;1801;1801;2109;1773;339;76;2913;805;1141;1.801;0;3.199;0;2.109;0;1.432;341;339;0;76;0;2.913;0;0;805;1.141;0
09.12.18;08:00;10.790;1659;1659;2114;1806;330;76;2752;1355;1086;1.659;0;2.898;0;2.114;0;1.518;288;330;0;76;0;2.752;0;0;1.355;1.086;0
09.12.18;09:00;11.381;1778;1778;2120;2158;358;76;2827;1333;1087;1.778;0;2.820;0;2.120;0;1.903;255;358;0;76;0;2.827;0;0;1.333;1.087;0
09.12.18;10:00;10.766;1805;1805;2086;2088;384;76;2767;1582;967;1.805;0;2.623;0;2.086;0;1.864;224;384;0;76;0;2.767;0;0;1.582;967;0
09.12.18;11:00;10.311;1911;1911;2091;2081;406;76;2649;1775;959;1.911;0;2.309;0;2.091;0;1.883;198;406;0;76;0;2.649;0;0;1.775;959;0
09.12.18;12:00;10.268;1924;1924;2104;2114;403;76;2506;1785;976;1.924;0;2.432;0;2.104;0;1.873;241;403;0;76;0;2.506;0;0;1.785;976;0
09.12.18;13:00;10.294;1761;1761;2107;2126;388;76;2693;1837;989;1.761;0;2.483;0;2.107;0;1.880;246;388;0;76;0;2.693;0;0;1.837;989;0
09.12.18;14:00;10.595;1751;1751;2096;2081;387;76;3000;2063;1048;1.751;0;2.647;0;2.096;0;1.867;214;387;0;76;0;3.000;0;0;2.063;1.048;0
09.12.18;15:00;10.136;1909;1909;2113;2083;380;76;2836;2306;987;1.909;0;2.454;0;2.113;0;1.885;198;380;0;76;0;2.836;0;0;2.306;987;0
